Date,Service,Revenue,RoomsSold,GuestSatisfaction
2025-04-15,Restaurant,6047.51,,9.1
2025-04-15,Tours & Activities,3388.37,,9.2
2025-04-15,Events & Weddings,0.0,,
2025-04-16,Hotel Rooms,5796.69,18,8.4
2025-04-16,Spa & Wellness,1733.43,,8.6
2025-04-16,Restaurant,2649.02,,9.2
2025-04-16,Tours & Activities,2409.96,,8.8
2025-04-16,Events & Weddings,0.0,,
2025-04-17,Hotel Rooms,7044.06,22,9.1
2025-04-17,Spa & Wellness,4631.43,,9.1
2025-04-17,Restaurant,6839.48,,9.0
2025-04-17,Tours & Activities,2341.54,,8.4
2025-04-17,Events & Weddings,0.0,,
2025-04-18,Hotel Rooms,6386.28,20,8.7
2025-04-18,Spa & Wellness,1402.14,,8.4
2025-04-18,Restaurant,6952.63,,9.5
2025-04-18,Tours & Activities,2823.23,,8.9
2025-04-18,Events & Weddings,0.0,,
2025-04-19,Hotel Rooms,17844.74,56,8.9
2025-04-19,Spa & Wellness,1836.37,,8.2
2025-04-19,Restaurant,6624.78,,8.6
2025-04-19,Tours & Activities,1944.37,,9.0
2025-04-19,Events & Weddings,0.0,,
2025-04-20,Hotel Rooms,13920.1,44,9.3
2025-04-20,Spa & Wellness,3907.87,,8.4
2025-04-20,Restaurant,2295.88,,9.3
2025-04-20,Tours & Activities,3419.2,,8.7
2025-04-20,Events & Weddings,0.0,,
2025-04-21,Hotel Rooms,13629.41,43,9.0
2025-04-21,Spa & Wellness,6123.52,,8.3
2025-04-21,Restaurant,5968.26,,9.3
2025-04-21,Tours & Activities,1721.6,,9.6
2025-04-21,Events & Weddings,0.0,,
2025-04-22,Hotel Rooms,14836.6,46,8.8
2025-04-22,Spa & Wellness,6144.58,,9.3
2025-04-22,Restaurant,2925.53,,9.3
2025-04-22,Tours & Activities,2658.99,,8.7
2025-04-22,Events & Weddings,0.0,,
2025-04-23,Hotel Rooms,6799.87,21,8.4
2025-04-23,Spa & Wellness,2180.33,,8.5
2025-04-23,Restaurant,2014.51,,8.7
2025-04-23,Tours & Activities,1667.9,,9.0
2025-04-23,Events & Weddings,13097.33,,8.6
2025-04-24,Hotel Rooms,15346.51,48,9.6
2025-04-24,Spa & Wellness,4560.27,,8.3
2025-04-24,Restaurant,6649.02,,9.3
2025-04-24,Tours & Activities,3727.62,,9.6
2025-04-24,Events & Weddings,0.0,,
2025-04-25,Hotel Rooms,18226.37,57,8.5
2025-04-25,Spa & Wellness,5571.81,,9.4
2025-04-25,Restaurant,6627.3,,9.1
2025-04-25,Tours & Activities,2762.32,,9.0
2025-04-25,Events & Weddings,0.0,,
2025-04-26,Hotel Rooms,12191.88,38,9.1
2025-04-26,Spa & Wellness,6574.29,,8.3
2025-04-26,Restaurant,5139.01,,8.6
2025-04-26,Tours & Activities,4465.55,,8.7
2025-04-26,Events & Weddings,0.0,,
2025-04-27,Hotel Rooms,4780.54,15,9.3
2025-04-27,Spa & Wellness,4829.27,,9.2
2025-04-27,Restaurant,4061.84,,9.1
2025-04-27,Tours & Activities,1917.06,,8.3
2025-04-27,Events & Weddings,0.0,,
2025-04-28,Hotel Rooms,10056.09,31,8.5
2025-04-28,Spa & Wellness,2492.08,,9.4
2025-04-28,Restaurant,3442.68,,9.0
2025-04-28,Tours & Activities,2588.64,,8.9
2025-04-28,Events & Weddings,0.0,,
2025-04-29,Hotel Rooms,5347.85,17,8.3
2025-04-29,Spa & Wellness,5086.88,,8.8
2025-04-29,Restaurant,2347.34,,9.4
2025-04-29,Tours & Activities,2185.35,,8.2
2025-04-29,Events & Weddings,0.0,,
2025-04-30,Hotel Rooms,13254.11,41,8.4
2025-04-30,Spa & Wellness,4412.74,,8.4
2025-04-30,Restaurant,6494.88,,8.6
2025-04-30,Tours & Activities,2874.32,,8.6
2025-04-30,Events & Weddings,10744.98,,8.8
2025-05-01,Hotel Rooms,8523.04,27,9.2
2025-05-01,Spa & Wellness,2318.91,,9.1
2025-05-01,Restaurant,5319.97,,8.2
2025-05-01,Tours & Activities,2300.09,,8.4
2025-05-01,Events & Weddings,0.0,,
2025-05-02,Hotel Rooms,5740.34,18,9.2
2025-05-02,Spa & Wellness,6199.89,,9.6
2025-05-02,Restaurant,4574.24,,8.4
2025-05-02,Tours & Activities,1166.76,,8.7
2025-05-02,Events & Weddings,0.0,,
2025-05-03,Hotel Rooms,10171.47,32,9.4
2025-05-03,Spa & Wellness,2159.93,,9.3
2025-05-03,Restaurant,6576.97,,8.4
2025-05-03,Tours & Activities,4681.29,,8.4
2025-05-03,Events & Weddings,0.0,,
2025-05-04,Hotel Rooms,12777.75,40,8.8
2025-05-04,Spa & Wellness,4777.45,,9.1
2025-05-04,Restaurant,2486.55,,8.8
2025-05-04,Tours & Activities,2977.61,,9.4
2025-05-04,Events & Weddings,0.0,,
2025-05-05,Hotel Rooms,14042.7,44,9.0
2025-05-05,Spa & Wellness,3073.6,,9.5
2025-05-05,Restaurant,3323.4,,8.4
2025-05-05,Tours & Activities,1654.61,,8.3
2025-05-05,Events & Weddings,0.0,,
2025-05-06,Hotel Rooms,12253.77,38,9.3
2025-05-06,Spa & Wellness,4616.55,,9.4
2025-05-06,Restaurant,5087.62,,8.6
2025-05-06,Tours & Activities,2432.33,,8.9
2025-05-06,Events & Weddings,0.0,,
2025-05-07,Hotel Rooms,5423.93,17,9.5
2025-05-07,Spa & Wellness,5946.77,,8.9
2025-05-07,Restaurant,2288.37,,8.9
2025-05-07,Tours & Activities,2678.39,,8.9
2025-05-07,Events & Weddings,25344.56,,8.4
2025-05-08,Hotel Rooms,15381.05,48,9.0
2025-05-08,Spa & Wellness,2979.85,,9.2
2025-05-08,Restaurant,5622.78,,9.5
2025-05-08,Tours & Activities,3248.29,,8.2
2025-05-08,Events & Weddings,0.0,,
2025-05-09,Hotel Rooms,6185.4,19,8.3
2025-05-09,Spa & Wellness,6034.61,,8.9
2025-05-09,Restaurant,5822.79,,8.9
2025-05-09,Tours & Activities,2480.18,,9.2
2025-05-09,Events & Weddings,0.0,,
2025-05-10,Hotel Rooms,14582.65,46,8.6
2025-05-10,Spa & Wellness,3186.45,,8.9
2025-05-10,Restaurant,3247.84,,9.3
2025-05-10,Tours & Activities,2941.2,,8.7
2025-05-10,Events & Weddings,24237.27,,8.3
2025-05-11,Hotel Rooms,13378.65,42,9.2
2025-05-11,Spa & Wellness,5401.97,,8.3
2025-05-11,Restaurant,2152.27,,8.8
2025-05-11,Tours & Activities,2224.39,,9.1
2025-05-11,Events & Weddings,21672.51,,8.4
2025-05-12,Hotel Rooms,13492.57,42,9.2
2025-05-12,Spa & Wellness,1964.9,,9.5
2025-05-12,Restaurant,4393.02,,9.3
2025-05-12,Tours & Activities,3088.07,,8.4
2025-05-12,Events & Weddings,12706.53,,9.4
2025-05-13,Hotel Rooms,14277.16,45,8.2
2025-05-13,Spa & Wellness,5203.79,,8.6
2025-05-13,Restaurant,2037.66,,9.2
2025-05-13,Tours & Activities,2622.58,,8.3
2025-05-13,Events & Weddings,0.0,,
2025-05-14,Hotel Rooms,10920.18,34,9.0
2025-05-14,Spa & Wellness,2991.31,,8.6
2025-05-14,Restaurant,2237.9,,9.0
2025-05-14,Tours & Activities,3094.57,,8.5
2025-05-14,Events & Weddings,0.0,,
2025-05-15,Hotel Rooms,15407.17,48,8.5
2025-05-15,Spa & Wellness,3515.33,,8.7
2025-05-15,Restaurant,2479.93,,9.5
2025-05-15,Tours & Activities,3529.68,,9.0
2025-05-15,Events & Weddings,15568.02,,8.7
2025-05-16,Hotel Rooms,11671.11,36,9.2
2025-05-16,Spa & Wellness,2956.82,,8.3
2025-05-16,Restaurant,4274.56,,8.9
2025-05-16,Tours & Activities,4334.46,,8.5
2025-05-16,Events & Weddings,30358.46,,8.3
2025-05-17,Hotel Rooms,12382.82,39,8.6
2025-05-17,Spa & Wellness,6364.69,,8.7
2025-05-17,Restaurant,5365.88,,8.2
2025-05-17,Tours & Activities,1661.64,,9.0
2025-05-17,Events & Weddings,0.0,,
2025-05-18,Hotel Rooms,10479.49,33,9.0
2025-05-18,Spa & Wellness,3624.07,,9.3
2025-05-18,Restaurant,2712.52,,9.5
2025-05-18,Tours & Activities,3216.36,,8.5
2025-05-18,Events & Weddings,0.0,,
2025-05-19,Hotel Rooms,7627.52,24,8.7
2025-05-19,Spa & Wellness,5367.26,,9.4
2025-05-19,Restaurant,6588.58,,8.2
2025-05-19,Tours & Activities,2883.09,,9.4
2025-05-19,Events & Weddings,0.0,,
2025-05-20,Hotel Rooms,11293.21,35,8.5
2025-05-20,Spa & Wellness,3617.37,,8.3
2025-05-20,Restaurant,6824.4,,9.2
2025-05-20,Tours & Activities,1060.48,,9.5
2025-05-20,Events & Weddings,0.0,,
2025-05-21,Hotel Rooms,13405.46,42,8.7
2025-05-21,Spa & Wellness,6046.88,,8.3
2025-05-21,Restaurant,2200.31,,8.4
2025-05-21,Tours & Activities,3408.48,,8.3
2025-05-21,Events & Weddings,0.0,,
2025-05-22,Hotel Rooms,16658.1,52,8.5
2025-05-22,Spa & Wellness,2454.09,,8.6
2025-05-22,Restaurant,5818.19,,9.2
2025-05-22,Tours & Activities,3135.19,,8.6
2025-05-22,Events & Weddings,0.0,,
2025-05-23,Hotel Rooms,8559.13,27,9.3
2025-05-23,Spa & Wellness,4819.13,,8.4
2025-05-23,Restaurant,3012.83,,8.9
2025-05-23,Tours & Activities,2446.18,,9.0
2025-05-23,Events & Weddings,0.0,,
2025-05-24,Hotel Rooms,10097.97,32,8.6
2025-05-24,Spa & Wellness,2057.64,,8.4
2025-05-24,Restaurant,6170.76,,9.4
2025-05-24,Tours & Activities,3552.88,,8.3
2025-05-24,Events & Weddings,0.0,,
2025-05-25,Hotel Rooms,5876.48,18,8.5
2025-05-25,Spa & Wellness,2931.16,,8.9
2025-05-25,Restaurant,5183.95,,8.6
2025-05-25,Tours & Activities,3959.89,,8.2
2025-05-25,Events & Weddings,0.0,,
2025-05-26,Hotel Rooms,13988.77,44,8.5
2025-05-26,Spa & Wellness,3466.39,,9.3
2025-05-26,Restaurant,2427.14,,8.2
2025-05-26,Tours & Activities,3442.1,,9.6
2025-05-26,Events & Weddings,14672.56,,9.1
2025-05-27,Hotel Rooms,12711.86,40,9.0
2025-05-27,Spa & Wellness,2443.16,,9.3
2025-05-27,Restaurant,1821.83,,8.3
2025-05-27,Tours & Activities,3675.06,,8.8
2025-05-27,Events & Weddings,23357.77,,8.7
2025-05-28,Hotel Rooms,5277.3,16,8.8
2025-05-28,Spa & Wellness,1985.83,,9.0
2025-05-28,Restaurant,5925.25,,8.8
2025-05-28,Tours & Activities,855.23,,9.2
2025-05-28,Events & Weddings,0.0,,
2025-05-29,Hotel Rooms,7061.32,22,8.6
2025-05-29,Spa & Wellness,5588.04,,8.2
2025-05-29,Restaurant,4886.38,,8.5
2025-05-29,Tours & Activities,1713.19,,8.8
2025-05-29,Events & Weddings,0.0,,
2025-05-30,Hotel Rooms,9682.18,30,8.4
2025-05-30,Spa & Wellness,2530.24,,9.4
2025-05-30,Restaurant,5200.76,,9.1
2025-05-30,Tours & Activities,3954.18,,9.3
2025-05-30,Events & Weddings,17019.29,,9.0
2025-05-31,Hotel Rooms,12668.23,40,9.5
2025-05-31,Spa & Wellness,4330.07,,8.7
2025-05-31,Restaurant,3106.3,,8.6
2025-05-31,Tours & Activities,1731.57,,9.5
2025-05-31,Events & Weddings,0.0,,
2025-06-01,Hotel Rooms,25940.37,81,8.9
2025-06-01,Spa & Wellness,7633.18,,9.6
2025-06-01,Restaurant,10236.26,,8.3
2025-06-01,Tours & Activities,4398.34,,8.6
2025-06-01,Events & Weddings,13221.35,,9.6
2025-06-02,Hotel Rooms,11385.91,36,9.4
2025-06-02,Spa & Wellness,7867.95,,8.7
2025-06-02,Restaurant,9181.11,,9.4
2025-06-02,Tours & Activities,2028.17,,9.0
2025-06-02,Events & Weddings,0.0,,
2025-06-03,Hotel Rooms,24478.52,76,8.2
2025-06-03,Spa & Wellness,7123.81,,9.5
2025-06-03,Restaurant,7023.04,,9.0
2025-06-03,Tours & Activities,2087.99,,9.6
2025-06-03,Events & Weddings,0.0,,
2025-06-04,Hotel Rooms,13075.65,41,8.9
2025-06-04,Spa & Wellness,2433.63,,8.5
2025-06-04,Restaurant,4323.27,,8.9
2025-06-04,Tours & Activities,1163.37,,9.5
2025-06-04,Events & Weddings,0.0,,
2025-06-05,Hotel Rooms,20764.27,65,9.5
2025-06-05,Spa & Wellness,8228.32,,8.7
2025-06-05,Restaurant,2781.58,,9.0
2025-06-05,Tours & Activities,5681.92,,9.3
2025-06-05,Events & Weddings,39456.2,,8.7
2025-06-06,Hotel Rooms,29506.2,92,8.8
2025-06-06,Spa & Wellness,2969.39,,8.6
2025-06-06,Restaurant,4340.53,,8.4
2025-06-06,Tours & Activities,6887.73,,9.3
2025-06-06,Events & Weddings,0.0,,
2025-06-07,Hotel Rooms,12429.79,39,9.6
2025-06-07,Spa & Wellness,8342.61,,9.5
2025-06-07,Restaurant,10351.13,,8.5
2025-06-07,Tours & Activities,4794.96,,8.4
2025-06-07,Events & Weddings,0.0,,
2025-06-08,Hotel Rooms,9650.52,30,9.2
2025-06-08,Spa & Wellness,9031.44,,9.5
2025-06-08,Restaurant,5676.24,,9.6
2025-06-08,Tours & Activities,5918.36,,8.2
2025-06-08,Events & Weddings,39658.42,,8.5
2025-06-09,Hotel Rooms,17910.62,56,9.5
2025-06-09,Spa & Wellness,2820.84,,9.2
2025-06-09,Restaurant,4473.51,,9.6
2025-06-09,Tours & Activities,1987.68,,9.4
2025-06-09,Events & Weddings,30133.98,,9.4
2025-06-10,Hotel Rooms,15668.97,49,8.6
2025-06-10,Spa & Wellness,3657.72,,8.3
2025-06-10,Restaurant,4619.63,,8.4
2025-06-10,Tours & Activities,1166.32,,8.7
2025-06-10,Events & Weddings,37252.01,,8.9
2025-06-11,Hotel Rooms,14388.73,45,9.0
2025-06-11,Spa & Wellness,2519.48,,8.9
2025-06-11,Restaurant,9375.52,,9.1
2025-06-11,Tours & Activities,4547.7,,8.4
2025-06-11,Events & Weddings,20152.35,,8.6
2025-06-12,Hotel Rooms,25188.83,79,8.3
2025-06-12,Spa & Wellness,3047.26,,8.7
2025-06-12,Restaurant,8341.44,,9.0
2025-06-12,Tours & Activities,5587.75,,8.3
2025-06-12,Events & Weddings,0.0,,
2025-06-13,Hotel Rooms,19292.51,60,8.2
2025-06-13,Spa & Wellness,10599.55,,8.4
2025-06-13,Restaurant,11300.59,,8.4
2025-06-13,Tours & Activities,1957.86,,8.5
2025-06-13,Events & Weddings,0.0,,
2025-06-14,Hotel Rooms,24615.29,77,9.2
2025-06-14,Spa & Wellness,4458.7,,8.6
2025-06-14,Restaurant,5274.6,,8.3
2025-06-14,Tours & Activities,4695.01,,9.4
2025-06-14,Events & Weddings,0.0,,
2025-06-15,Hotel Rooms,15310.37,48,8.6
2025-06-15,Spa & Wellness,6827.63,,9.0
2025-06-15,Restaurant,4173.45,,8.2
2025-06-15,Tours & Activities,2002.2,,8.6
2025-06-15,Events & Weddings,20542.25,,8.8
2025-06-16,Hotel Rooms,16469.47,51,9.1
2025-06-16,Spa & Wellness,2440.39,,9.0
2025-06-16,Restaurant,4057.62,,9.4
2025-06-16,Tours & Activities,2981.15,,8.8
2025-06-16,Events & Weddings,0.0,,
2025-06-17,Hotel Rooms,11514.67,36,8.6
2025-06-17,Spa & Wellness,2213.7,,9.3
2025-06-17,Restaurant,7836.28,,8.3
2025-06-17,Tours & Activities,2854.89,,9.0
2025-06-17,Events & Weddings,0.0,,
2025-06-18,Hotel Rooms,17685.4,55,9.4
2025-06-18,Spa & Wellness,8029.44,,8.8
2025-06-18,Restaurant,6803.08,,9.4
2025-06-18,Tours & Activities,3500.88,,9.4
2025-06-18,Events & Weddings,0.0,,
2025-06-19,Hotel Rooms,24267.35,76,9.2
2025-06-19,Spa & Wellness,5598.65,,9.5
2025-06-19,Restaurant,8877.53,,9.1
2025-06-19,Tours & Activities,4217.95,,8.4
2025-06-19,Events & Weddings,0.0,,
2025-06-20,Hotel Rooms,30450.3,95,9.6
2025-06-20,Spa & Wellness,9384.56,,8.4
2025-06-20,Restaurant,6991.53,,9.6
2025-06-20,Tours & Activities,3901.66,,9.6
2025-06-20,Events & Weddings,22512.87,,9.5
2025-06-21,Hotel Rooms,28888.97,90,8.3
2025-06-21,Spa & Wellness,5572.6,,8.8
2025-06-21,Restaurant,6093.02,,8.6
2025-06-21,Tours & Activities,4034.08,,9.4
2025-06-21,Events & Weddings,0.0,,
2025-06-22,Hotel Rooms,17100.29,53,8.8
2025-06-22,Spa & Wellness,4924.99,,8.4
2025-06-22,Restaurant,7213.52,,9.3
2025-06-22,Tours & Activities,5792.47,,9.5
2025-06-22,Events & Weddings,0.0,,
2025-06-23,Hotel Rooms,12642.85,40,8.9
2025-06-23,Spa & Wellness,4382.63,,8.8
2025-06-23,Restaurant,5609.23,,8.9
2025-06-23,Tours & Activities,4162.18,,8.3
2025-06-23,Events & Weddings,0.0,,
2025-06-24,Hotel Rooms,18723.15,59,9.2
2025-06-24,Spa & Wellness,2038.04,,9.4
2025-06-24,Restaurant,5205.6,,8.5
2025-06-24,Tours & Activities,4836.55,,9.5
2025-06-24,Events & Weddings,0.0,,
2025-06-25,Hotel Rooms,22657.72,71,8.6
2025-06-25,Spa & Wellness,3894.46,,8.9
2025-06-25,Restaurant,8061.11,,8.3
2025-06-25,Tours & Activities,5443.68,,8.4
2025-06-25,Events & Weddings,0.0,,
2025-06-26,Hotel Rooms,22816.77,71,8.6
2025-06-26,Spa & Wellness,4942.9,,9.1
2025-06-26,Restaurant,4081.54,,8.5
2025-06-26,Tours & Activities,5222.17,,9.2
2025-06-26,Events & Weddings,35409.5,,8.9
2025-06-27,Hotel Rooms,12091.02,38,8.6
2025-06-27,Spa & Wellness,6648.97,,8.4
2025-06-27,Restaurant,10945.26,,9.4
2025-06-27,Tours & Activities,1537.2,,8.5
2025-06-27,Events & Weddings,22225.56,,8.8
2025-06-28,Hotel Rooms,28974.77,91,9.2
2025-06-28,Spa & Wellness,4537.71,,9.4
2025-06-28,Restaurant,7746.86,,9.1
2025-06-28,Tours & Activities,2089.42,,8.2
2025-06-28,Events & Weddings,0.0,,
2025-06-29,Hotel Rooms,10597.45,33,9.4
2025-06-29,Spa & Wellness,6250.17,,8.7
2025-06-29,Restaurant,3890.31,,9.5
2025-06-29,Tours & Activities,4852.38,,9.2
2025-06-29,Events & Weddings,0.0,,
2025-06-30,Hotel Rooms,10320.8,32,9.0
2025-06-30,Spa & Wellness,9155.39,,9.4
2025-06-30,Restaurant,7678.98,,9.1
2025-06-30,Tours & Activities,2486.58,,8.8
2025-06-30,Events & Weddings,33859.61,,8.2
2025-07-01,Hotel Rooms,24432.07,76,9.1
2025-07-01,Spa & Wellness,6359.78,,8.2
2025-07-01,Restaurant,4586.22,,9.3
2025-07-01,Tours & Activities,2665.92,,9.6
2025-07-01,Events & Weddings,0.0,,
2025-07-02,Hotel Rooms,14346.56,45,8.7
2025-07-02,Spa & Wellness,3676.61,,8.9
2025-07-02,Restaurant,7912.45,,9.4
2025-07-02,Tours & Activities,3117.96,,8.3
2025-07-02,Events & Weddings,0.0,,
2025-07-03,Hotel Rooms,23145.9,72,8.7
2025-07-03,Spa & Wellness,6714.82,,9.1
2025-07-03,Restaurant,4947.07,,8.4
2025-07-03,Tours & Activities,1474.72,,9.6
2025-07-03,Events & Weddings,19173.26,,9.2
2025-07-04,Hotel Rooms,28404.07,89,8.6
2025-07-04,Spa & Wellness,3412.8,,9.3
2025-07-04,Restaurant,11392.37,,9.3
2025-07-04,Tours & Activities,6036.47,,9.0
2025-07-04,Events & Weddings,0.0,,
2025-07-05,Hotel Rooms,24598.5,77,9.1
2025-07-05,Spa & Wellness,11098.55,,8.6
2025-07-05,Restaurant,6947.1,,8.7
2025-07-05,Tours & Activities,1574.26,,9.2
2025-07-05,Events & Weddings,0.0,,
2025-07-06,Hotel Rooms,20945.47,65,8.5
2025-07-06,Spa & Wellness,5848.67,,9.3
2025-07-06,Restaurant,9708.1,,9.1
2025-07-06,Tours & Activities,3661.06,,9.4
2025-07-06,Events & Weddings,16852.94,,8.3
2025-07-07,Hotel Rooms,9661.75,30,8.6
2025-07-07,Spa & Wellness,7952.12,,9.3
2025-07-07,Restaurant,4043.43,,9.2
2025-07-07,Tours & Activities,2814.67,,8.3
2025-07-07,Events & Weddings,20505.47,,9.3
2025-07-08,Hotel Rooms,13495.33,42,8.6
2025-07-08,Spa & Wellness,3999.78,,9.4
2025-07-08,Restaurant,6294.3,,9.4
2025-07-08,Tours & Activities,4037.02,,9.5
2025-07-08,Events & Weddings,26113.84,,9.4
2025-07-09,Hotel Rooms,14444.46,45,8.6
2025-07-09,Spa & Wellness,2155.47,,9.4
2025-07-09,Restaurant,3685.57,,8.5
2025-07-09,Tours & Activities,3177.32,,9.0
2025-07-09,Events & Weddings,0.0,,
2025-07-10,Hotel Rooms,13213.83,41,9.2
2025-07-10,Spa & Wellness,7726.16,,8.9
2025-07-10,Restaurant,7550.99,,8.4
2025-07-10,Tours & Activities,4288.08,,8.2
2025-07-10,Events & Weddings,16489.57,,9.3
2025-07-11,Hotel Rooms,19444.66,61,9.3
2025-07-11,Spa & Wellness,2851.59,,9.1
2025-07-11,Restaurant,8932.84,,8.8
2025-07-11,Tours & Activities,6984.5,,8.7
2025-07-11,Events & Weddings,0.0,,
2025-07-12,Hotel Rooms,16853.89,53,8.2
2025-07-12,Spa & Wellness,4975.13,,9.4
2025-07-12,Restaurant,4840.61,,9.1
2025-07-12,Tours & Activities,5014.49,,8.5
2025-07-12,Events & Weddings,0.0,,
2025-07-13,Hotel Rooms,9680.35,30,8.7
2025-07-13,Spa & Wellness,6263.93,,8.4
2025-07-13,Restaurant,9060.7,,8.6
2025-07-13,Tours & Activities,2593.78,,9.2
2025-07-13,Events & Weddings,0.0,,
2025-07-14,Hotel Rooms,23988.31,75,9.6
2025-07-14,Spa & Wellness,4373.9,,9.5
2025-07-14,Restaurant,5422.93,,8.5
2025-07-14,Tours & Activities,5834.06,,9.5
2025-07-14,Events & Weddings,0.0,,
2025-07-15,Hotel Rooms,20957.13,65,8.4
2025-07-15,Spa & Wellness,7381.38,,9.0
2025-07-15,Restaurant,3933.15,,8.7
2025-07-15,Tours & Activities,4367.16,,8.3
2025-07-15,Events & Weddings,0.0,,
2025-07-16,Hotel Rooms,17329.73,54,8.3
2025-07-16,Spa & Wellness,9384.12,,9.1
2025-07-16,Restaurant,7727.43,,8.2
2025-07-16,Tours & Activities,4560.47,,8.8
2025-07-16,Events & Weddings,0.0,,
2025-07-17,Hotel Rooms,16192.37,51,8.4
2025-07-17,Spa & Wellness,7082.55,,9.1
2025-07-17,Restaurant,4967.74,,9.1
2025-07-17,Tours & Activities,4426.04,,8.6
2025-07-17,Events & Weddings,0.0,,
2025-07-18,Hotel Rooms,27031.21,84,8.3
2025-07-18,Spa & Wellness,8571.19,,8.4
2025-07-18,Restaurant,4133.21,,8.3
2025-07-18,Tours & Activities,2524.41,,8.5
2025-07-18,Events & Weddings,0.0,,
2025-07-19,Hotel Rooms,13040.82,41,9.2
2025-07-19,Spa & Wellness,4731.53,,8.3
2025-07-19,Restaurant,7665.82,,8.5
2025-07-19,Tours & Activities,6797.16,,8.7
2025-07-19,Events & Weddings,0.0,,
2025-07-20,Hotel Rooms,24344.69,76,9.4
2025-07-20,Spa & Wellness,6881.43,,8.4
2025-07-20,Restaurant,3315.35,,8.9
2025-07-20,Tours & Activities,4727.17,,8.3
2025-07-20,Events & Weddings,0.0,,
2025-07-21,Hotel Rooms,25886.35,81,8.6
2025-07-21,Spa & Wellness,5307.97,,8.3
2025-07-21,Restaurant,3977.92,,8.3
2025-07-21,Tours & Activities,2592.5,,9.3
2025-07-21,Events & Weddings,14354.96,,9.3
2025-07-22,Hotel Rooms,8115.01,25,9.4
2025-07-22,Spa & Wellness,6837.88,,8.4
2025-07-22,Restaurant,5409.44,,8.8
2025-07-22,Tours & Activities,4225.51,,9.4
2025-07-22,Events & Weddings,16903.21,,8.8
2025-07-23,Hotel Rooms,25389.54,79,8.6
2025-07-23,Spa & Wellness,4704.22,,9.4
2025-07-23,Restaurant,8873.21,,9.1
2025-07-23,Tours & Activities,5088.76,,8.4
2025-07-23,Events & Weddings,0.0,,
2025-07-24,Hotel Rooms,25015.5,78,8.4
2025-07-24,Spa & Wellness,4937.17,,9.0
2025-07-24,Restaurant,8891.73,,9.1
2025-07-24,Tours & Activities,2053.61,,8.7
2025-07-24,Events & Weddings,0.0,,
2025-07-25,Hotel Rooms,23779.54,74,9.4
2025-07-25,Spa & Wellness,10880.69,,8.4
2025-07-25,Restaurant,11583.73,,8.4
2025-07-25,Tours & Activities,3761.41,,8.3
2025-07-25,Events & Weddings,0.0,,
2025-07-26,Hotel Rooms,24226.71,76,9.1
2025-07-26,Spa & Wellness,9013.38,,9.0
2025-07-26,Restaurant,8300.17,,9.6
2025-07-26,Tours & Activities,5265.55,,8.7
2025-07-26,Events & Weddings,16947.19,,9.1
2025-07-27,Hotel Rooms,11935.68,37,8.7
2025-07-27,Spa & Wellness,6937.33,,8.7
2025-07-27,Restaurant,9179.63,,9.0
2025-07-27,Tours & Activities,6029.81,,8.3
2025-07-27,Events & Weddings,0.0,,
2025-07-28,Hotel Rooms,23250.74,73,9.4
2025-07-28,Spa & Wellness,8421.46,,8.3
2025-07-28,Restaurant,6459.6,,8.5
2025-07-28,Tours & Activities,5942.82,,8.3
2025-07-28,Events & Weddings,0.0,,
2025-07-29,Hotel Rooms,14851.77,46,8.5
2025-07-29,Spa & Wellness,5268.14,,9.3
2025-07-29,Restaurant,6118.61,,9.4
2025-07-29,Tours & Activities,3364.05,,8.4
2025-07-29,Events & Weddings,0.0,,
2025-07-30,Hotel Rooms,9184.83,29,8.8
2025-07-30,Spa & Wellness,6021.55,,8.2
2025-07-30,Restaurant,3321.71,,9.0
2025-07-30,Tours & Activities,4212.0,,8.6
2025-07-30,Events & Weddings,0.0,,
2025-07-31,Hotel Rooms,19907.29,62,9.5
2025-07-31,Spa & Wellness,4532.29,,8.3
2025-07-31,Restaurant,4355.45,,8.8
2025-07-31,Tours & Activities,3921.54,,9.1
2025-07-31,Events & Weddings,0.0,,
2025-08-01,Hotel Rooms,24479.06,76,8.4
2025-08-01,Spa & Wellness,8938.94,,8.5
2025-08-01,Restaurant,6233.73,,9.4
2025-08-01,Tours & Activities,6979.3,,8.6
2025-08-01,Events & Weddings,15254.53,,8.4
2025-08-02,Hotel Rooms,11679.01,36,9.2
2025-08-02,Spa & Wellness,8596.51,,8.3
2025-08-02,Restaurant,8723.7,,8.5
2025-08-02,Tours & Activities,6780.24,,8.8
2025-08-02,Events & Weddings,38216.48,,8.4
2025-08-03,Hotel Rooms,15062.77,47,9.5
2025-08-03,Spa & Wellness,8175.93,,9.0
2025-08-03,Restaurant,8655.9,,8.8
2025-08-03,Tours & Activities,4406.19,,9.5
2025-08-03,Events & Weddings,0.0,,
2025-08-04,Hotel Rooms,17247.37,54,8.3
2025-08-04,Spa & Wellness,8927.84,,9.4
2025-08-04,Restaurant,6391.36,,8.9
2025-08-04,Tours & Activities,5701.33,,8.4
2025-08-04,Events & Weddings,15323.07,,8.7
2025-08-05,Hotel Rooms,18570.29,58,9.4
2025-08-05,Spa & Wellness,5614.09,,8.7
2025-08-05,Restaurant,10279.49,,9.5
2025-08-05,Tours & Activities,4918.51,,8.6
2025-08-05,Events & Weddings,24732.53,,8.4
2025-08-06,Hotel Rooms,15030.25,47,9.2
2025-08-06,Spa & Wellness,7491.66,,8.6
2025-08-06,Restaurant,8102.7,,9.4
2025-08-06,Tours & Activities,4669.54,,9.5
